What is your age?,What is your gender?,In which area do you stay in western line in Mumbai?,Your yearly income in INR,Do you own a house?,Where is your house located?,What is the carpet area of your current house in square feet?,How many rooms do you have?,What is the current price of your house in INR?,c_Car Parking,c_24hr Water Supply,c_Maintenance Staff,c_Gas Pipeline,c_Lift,c_Club house,c_24Hr Security,c_Gym,c_School,c_College,c_Hospitals,c_Medical,c_Railway Station,c_Market,Are you planning to buy a new house in Mumbai(Western Line)?,Would you take a housing loan if you had to buy a house?,In which area you would like to buy a new house in Mumbai(Western Line) if you had to?,What type of house you would look for if you had to buy a house?,What would be your budget if you had to buy a house?,How much carpet area would you want(square feet) if you had to buy a house?,How many rooms do you want if you had to buy a house?,If you had to buy a house what would you buy?,n_Car Parking,n_24hr Water Supply,n_Maintenance Staff,n_Gas Pipeline,n_Lift,n_Club house,n_24Hr Security,n_Gym,n_School,n_College,n_Hospitals,n_Medical,n_Railway Station,n_Market
46 - 55,Male,Bandra,5lakh - 7lakh,Yes,Building,850,2 BHK,25000000,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Bandra,Building,2Cr - 3Cr,833,2 BHK,New House,"Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
36 - 45,Male,Bandra,7lakh - 9lakh,Yes,Building,750,2 BHK,25700000,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market",Yes,No,Santacruz,Building,2Cr - 3Cr,950,2 BHK,New House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market"
36 - 45,Female,Bandra,9lakh - 11lakh,Yes,Building,550,1 BHK,20000000,"24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market",No,No,Bandra,Building,90lakh- 1Cr,750,2 BHK,Resale House,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market"
36 - 45,Female,Bandra,3lakh - 5lakh,Yes,Chawl,425,1 BHK,2300000,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,None of the above,"Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Malad,Building,50lakh - 60lakh,500,2 BHK,Resale House,Lift,Lift,Lift,Lift,Lift,Lift,Lift,Lift,"Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Bandra,5lakh - 7lakh,Yes,Building,550,1 BHK,24500000,"Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market","School, College, Medical, Railway Station, Market",Yes,No,Churchgate,Building,2Cr - 3Cr,650,2 BHK,New House,"Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
36 - 45,Male,Bandra,7lakh - 9lakh,Yes,Building,1305,2 BHK,45000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",No,Yes,Dadar,Building,4Cr - 5Cr,1500,2 BHK,New House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
25 - 35,Female,Bandra,1lakh - 3lakh,Yes,Chawl,3500,1 RK,9000000,Car Parking,Car Parking,Car Parking,Car Parking,Car Parking,Car Parking,Car Parking,Car Parking,"Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,No,Virar,Building,20lakh - 30lakh,700,1 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Bandra,5lakh - 7lakh,Yes,Building,2500,1 BHK,8000000,"Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Car Parking, 24hr Water Supply","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market",No,Yes,Prabhadevi,Building,80lakh-90lakh,3500,2 BHK,Resale House,"Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Car Parking, 24hr Water Supply, Lift","Hospitals, Medical, Market","Hospitals, Medical, Market","Hospitals, Medical, Market","Hospitals, Medical, Market","Hospitals, Medical, Market","Hospitals, Medical, Market"
25 - 35,Male,Bandra,3lakh - 5lakh,No,,,,,,,,,,,,,,,,,,,No,Yes,Borivali,Building,1Cr - 2Cr,350,2 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Market","School, College, Hospitals, Medical, Market","School, College, Hospitals, Medical, Market","School, College, Hospitals, Medical, Market","School, College, Hospitals, Medical, Market","School, College, Hospitals, Medical, Market"
25 - 35,Male,Bhayandar,1lakh - 3lakh,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Bhayandar,Building,20lakh - 30lakh,500,1 BHK,New House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Bhayandar,1lakh - 3lakh,Yes,Building,330,1 RK,3800000,24hr Water Supply,24hr Water Supply,24hr Water Supply,24hr Water Supply,24hr Water Supply,24hr Water Supply,24hr Water Supply,24hr Water Supply,"School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Matunga Road,Building,90lakh- 1Cr,600,1 BHK,New House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
25 - 35,Female,Bhayandar,1lakh - 3lakh,Yes,Building,500,1 BHK,5700000,"Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Lift","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",Yes,Yes,Bhayandar,Building,70lakh-80lakh,800,2 BHK,Resale House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Bhayandar,7lakh - 9lakh,Yes,Building,500,1 BHK,5600000,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,"School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical",No,Yes,Virar,Building,50lakh - 60lakh,600,2 BHK,Resale House,"Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Bhayandar,9lakh - 11lakh,Yes,Building,450,1 BHK,5300000,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,"Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",No,Yes,Nallasopara,Building,50lakh - 60lakh,600,2 BHK,New House,"Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Car Parking, Maintenance Staff, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
36 - 45,Female,Bhayandar,5lakh - 7lakh,Yes,Building,450,1 BHK,4800000,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,Maintenance Staff,"Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Naigaon,Building,50lakh - 60lakh,600,2 BHK,Resale House,"Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Car Parking, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
25 - 35,Male,Bhayandar,5lakh - 7lakh,Yes,Building,280,1 RK,2600000,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Virar,Bungalow,40lakh - 50lakh,400,1 BHK,Resale House,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Bhayandar,9lakh - 11lakh,Yes,Building,1190,3 BHK,16000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Kandivali,Row House,90lakh- 1Cr,1500,2 BHK,Resale House,"24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","24hr Water Supply, Gas Pipeline","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
36 - 45,Male,Bhayandar,7lakh - 9lakh,Yes,Building,570,2 BHK,8700000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",No,Yes,Churchgate,Building,1Cr - 2Cr,500,1 BHK,Resale House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
36 - 45,Female,Bhayandar,7lakh - 9lakh,Yes,Building,400,1 BHK,6100000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market",Yes,Yes,Grant Road,Building,90lakh- 1Cr,350,1 RK,Resale House,"Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Car Parking, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
